# idx stamp x y z qx qy qz qw yaw pcd_file
102 1778824322.875230551 -0.637754 -12.676393 -0.262655 0.113709879 0.001317305 -0.521314922 0.845753558 -1.092998678 keyframe_000102.pcd
103 1778824322.975299120 -0.597635 -12.771192 -0.261245 0.115485997 0.000049403 -0.511763975 0.851328735 -1.070640746 keyframe_000103.pcd
104 1778824323.075185776 -0.559553 -12.875838 -0.262124 0.116537146 -0.008607386 -0.521721953 0.845074677 -1.094943458 keyframe_000104.pcd
105 1778824323.175179243 -0.517121 -12.994635 -0.240762 0.126215724 -0.001141495 -0.517157333 0.846532091 -1.082650515 keyframe_000105.pcd
106 1778824323.271751165 -0.456404 -13.108757 -0.226413 0.118689452 -0.006532798 -0.508486503 0.852825664 -1.063607801 keyframe_000106.pcd
107 1778824323.375238180 -0.414619 -13.246484 -0.200309 0.120703664 -0.010756929 -0.513189522 0.849677250 -1.075034609 keyframe_000107.pcd
108 1778824323.575229883 -0.266953 -13.571522 -0.192315 0.118461535 -0.003500371 -0.510933804 0.851411335 -1.068926619 keyframe_000108.pcd
109 1778824323.675176620 -0.205338 -13.752745 -0.167389 0.126335564 0.001883630 -0.512051523 0.849611096 -1.070329342 keyframe_000109.pcd
110 1778824323.775276423 -0.123851 -13.940393 -0.159030 0.125810247 0.006676554 -0.517409393 0.846412857 -1.082404365 keyframe_000110.pcd
111 1778824323.875275612 -0.019563 -14.146402 -0.139099 0.115743570 -0.004713667 -0.508997936 0.852937459 -1.064744391 keyframe_000111.pcd
112 1778824323.975292683 0.073654 -14.362410 -0.109641 0.132978385 0.007518890 -0.505273109 0.852619083 -1.053336784 keyframe_000112.pcd
113 1778824324.075145245 0.170356 -14.586371 -0.094836 0.118772343 0.010453759 -0.518460544 0.846748200 -1.085089698 keyframe_000113.pcd
114 1778824324.175063610 0.290513 -14.831441 -0.069114 0.123054363 0.005985508 -0.520979602 0.844631311 -1.091081969 keyframe_000114.pcd
115 1778824324.275184393 0.396956 -15.089520 -0.047392 0.138768627 0.028127116 -0.537386733 0.831364922 -1.127227803 keyframe_000115.pcd
116 1778824324.375228643 0.491432 -15.356145 -0.027914 0.132910985 0.016597918 -0.570178639 0.810527914 -1.207946185 keyframe_000116.pcd
117 1778824324.475204945 0.603260 -15.629949 0.013970 0.108755193 0.023683413 -0.576214467 0.809684069 -1.224507062 keyframe_000117.pcd
118 1778824324.575110435 0.708123 -15.921308 0.036579 0.132554854 0.027072846 -0.571870524 0.809110855 -1.211907439 keyframe_000118.pcd
119 1778824324.675136566 0.803775 -16.216474 0.058359 0.126608975 0.026919458 -0.586486390 0.799549388 -1.248781199 keyframe_000119.pcd
120 1778824324.775238276 0.926549 -16.510264 0.070954 0.132370456 0.037579778 -0.576337082 0.805544158 -1.223163060 keyframe_000120.pcd
121 1778824324.875163794 1.018961 -16.786800 0.106544 0.156372763 0.050530348 -0.575231667 0.801313154 -1.218494003 keyframe_000121.pcd
122 1778824324.975182295 1.103790 -17.058493 0.108408 0.138459898 0.048937586 -0.595007907 0.790189572 -1.270350479 keyframe_000122.pcd
123 1778824325.075238228 1.170100 -17.289035 0.131567 0.151302373 0.051273597 -0.590420980 0.791126840 -1.257571806 keyframe_000123.pcd
124 1778824325.175179958 1.247534 -17.476182 0.151425 0.143651015 0.058890649 -0.594005915 0.789337222 -1.268286790 keyframe_000124.pcd
125 1778824325.275055408 1.290022 -17.636774 0.164536 0.156715825 0.023310651 -0.597333509 0.786186646 -1.273716973 keyframe_000125.pcd
126 1778824325.373527765 1.338517 -17.743571 0.187204 0.145623123 0.033618304 -0.594045349 0.790426365 -1.266391265 keyframe_000126.pcd
