wall_time,local_time,x,y,route_progress_m,cross_track_m,signed_cross_track_m,heading_error_vs_csv_yaw_deg,odom_stamp_age_ms
1784986640.721084,2026-07-25T21:37:20.721+08:00,105.746527,-89.289991,189.341836,0.033145,0.033145,1.684312,294.421
1784986640.821124,2026-07-25T21:37:20.821+08:00,105.789607,-89.293923,189.384926,0.029326,0.029326,1.480035,295.101
1784986640.921193,2026-07-25T21:37:20.921+08:00,105.837401,-89.304322,189.432747,0.019051,0.019051,1.185735,295.810
1784986641.021321,2026-07-25T21:37:21.021+08:00,105.890850,-89.317717,189.486230,0.005795,0.005795,0.818543,296.578
1784986641.121184,2026-07-25T21:37:21.121+08:00,105.952988,-89.323761,189.548384,0.000088,-0.000088,1.262937,297.081
1784986641.221135,2026-07-25T21:37:21.221+08:00,106.019726,-89.322177,189.615118,0.001671,0.001671,1.606001,297.672
1784986641.321238,2026-07-25T21:37:21.321+08:00,106.062458,-89.321011,189.657847,0.002948,0.002948,1.334728,298.415
1784986641.421102,2026-07-25T21:37:21.421+08:00,106.110515,-89.320731,189.705903,0.003353,0.003353,1.459910,298.919
1784986641.523653,2026-07-25T21:37:21.523+08:00,106.169204,-89.315842,189.764579,0.008395,0.008395,1.389933,302.109
1784986641.625243,2026-07-25T21:37:21.625+08:00,106.223677,-89.313388,189.818974,0.011225,0.011225,0.870672,304.340
1784986641.721170,2026-07-25T21:37:21.721+08:00,106.271321,-89.306802,189.866557,0.018240,0.018240,0.660148,300.907
1784986641.821254,2026-07-25T21:37:21.821+08:00,106.322000,-89.304227,189.917210,0.021271,0.021271,0.748599,301.631
1784986641.921102,2026-07-25T21:37:21.921+08:00,106.370080,-89.300180,189.965252,0.025751,0.025751,1.165910,302.119
1784986642.021430,2026-07-25T21:37:22.021+08:00,106.410938,-89.296454,190.006075,0.029844,0.029844,1.020598,303.087
1784986642.171227,2026-07-25T21:37:22.171+08:00,106.450529,-89.294373,190.045646,0.032282,0.032282,1.281878,353.524
1784986642.271179,2026-07-25T21:37:22.271+08:00,106.505745,-89.299678,190.100907,0.027475,0.027475,0.988618,354.116
1784986642.374421,2026-07-25T21:37:22.374+08:00,106.548405,-89.302590,190.143592,0.024947,0.024947,1.203449,357.998
1784986642.471159,2026-07-25T21:37:22.471+08:00,106.582407,-89.304467,190.177609,0.023376,0.023376,0.958022,355.376
1784986642.571083,2026-07-25T21:37:22.571+08:00,106.628014,-89.308173,190.223248,0.020081,0.020081,0.904548,355.939
1784986642.671427,2026-07-25T21:37:22.671+08:00,106.674135,-89.313574,190.269597,0.014758,0.014758,1.097173,356.923
1784986642.771182,2026-07-25T21:37:22.771+08:00,106.711929,-89.314783,190.307386,0.013431,0.013431,1.463171,357.334
1784986642.878244,2026-07-25T21:37:22.878+08:00,106.751336,-89.313648,190.346797,0.014444,0.014444,1.119631,365.184
1784986643.021472,2026-07-25T21:37:23.021+08:00,106.798507,-89.309720,190.393980,0.018224,0.018224,1.349117,408.993
1784986643.171232,2026-07-25T21:37:23.171+08:00,106.893865,-89.312396,190.489329,0.015251,0.015251,0.813288,359.929
1784986643.323489,2026-07-25T21:37:23.323+08:00,106.931525,-89.314951,190.526981,0.012579,0.012579,0.340636,412.826
1784986643.471828,2026-07-25T21:37:23.471+08:00,107.030213,-89.315140,190.625668,0.012082,0.012082,0.974270,363.627
1784986643.621114,2026-07-25T21:37:23.621+08:00,107.132349,-89.300511,190.727849,0.026393,0.026393,1.056157,314.045
1784986643.771093,2026-07-25T21:37:23.771+08:00,107.181809,-89.298041,190.777447,0.028489,0.028489,0.781034,364.110
1784986643.871173,2026-07-25T21:37:23.871+08:00,107.239415,-89.297445,190.835055,0.028643,0.028643,0.172428,364.350
1784986643.971731,2026-07-25T21:37:23.971+08:00,107.281696,-89.296719,190.877341,0.029046,0.029046,0.219978,365.548
1784986644.121743,2026-07-25T21:37:24.121+08:00,107.395931,-89.308706,190.991481,0.016184,0.016184,0.665194,316.840
1784986644.271347,2026-07-25T21:37:24.271+08:00,107.457065,-89.318452,191.052538,0.005970,0.005970,0.740938,367.084
1784986644.471875,2026-07-25T21:37:24.471+08:00,107.511353,-89.321758,191.106799,0.002248,0.002248,1.124781,468.252
1784986644.671122,2026-07-25T21:37:24.671+08:00,107.683194,-89.320674,191.278484,0.005719,0.005719,0.589416,369.567
1784986644.821227,2026-07-25T21:37:24.821+08:00,107.775413,-89.307638,191.370214,0.021838,0.021838,0.874044,320.803
1784986644.971209,2026-07-25T21:37:24.971+08:00,107.814546,-89.299273,191.409046,0.031509,0.031509,1.185624,371.426
1784986645.071548,2026-07-25T21:37:25.071+08:00,107.916257,-89.288747,191.510346,0.045436,0.045436,1.388322,273.044
1784986645.221601,2026-07-25T21:37:25.221+08:00,107.967010,-89.289458,191.561095,0.046426,0.046426,1.437948,323.738
1784986645.321377,2026-07-25T21:37:25.321+08:00,108.011026,-89.289945,191.605102,0.047413,0.047413,0.975440,324.841
1784986645.421725,2026-07-25T21:37:25.421+08:00,108.047491,-89.295550,191.644292,0.042479,0.042479,0.890614,325.889
1784986645.571094,2026-07-25T21:37:25.571+08:00,108.094305,-89.302311,191.690912,0.034492,0.034492,0.969547,377.249
1784986645.671092,2026-07-25T21:37:25.671+08:00,108.138459,-89.298450,191.735152,0.037192,0.037192,1.697272,377.857
1784986645.771120,2026-07-25T21:37:25.771+08:00,108.180278,-89.288978,191.777205,0.045562,0.045562,1.690846,378.525
1784986645.921401,2026-07-25T21:37:25.921+08:00,108.284303,-89.283803,191.881331,0.048003,0.048003,1.971832,330.101
1784986646.021975,2026-07-25T21:37:26.021+08:00,108.326132,-89.291001,191.922956,0.039708,0.039708,1.905996,331.315
1784986646.171116,2026-07-25T21:37:26.171+08:00,108.359761,-89.290897,191.956575,0.038929,0.038929,1.715611,381.155
1784986646.321251,2026-07-25T21:37:26.321+08:00,108.452972,-89.300927,192.049491,0.026454,0.026454,1.916850,332.570
1784986646.422300,2026-07-25T21:37:26.422+08:00,108.499478,-89.300712,192.094975,0.025983,0.025983,1.819413,334.260
1784986646.571352,2026-07-25T21:37:26.571+08:00,108.544033,-89.303551,192.139564,0.023726,0.023726,1.977187,383.951
1784986646.921157,2026-07-25T21:37:26.921+08:00,108.756636,-89.309460,192.352226,0.020597,0.020597,1.217974,334.173
1784986647.072417,2026-07-25T21:37:27.072+08:00,108.798513,-89.307673,192.394075,0.022931,0.022931,1.241763,386.074
1784986647.471396,2026-07-25T21:37:27.471+08:00,108.962962,-89.287925,192.558252,0.044828,0.044828,1.566040,387.613
1784986647.621722,2026-07-25T21:37:27.621+08:00,109.047708,-89.288699,192.644847,0.042381,0.042381,1.052948,341.183
1784986647.721500,2026-07-25T21:37:27.721+08:00,109.098333,-89.288537,192.695455,0.041071,0.041071,1.084024,341.537
1784986648.071182,2026-07-25T21:37:28.071+08:00,109.249837,-89.290331,192.846843,0.034871,0.034871,2.001927,391.882
1784986648.171532,2026-07-25T21:37:28.171+08:00,109.350466,-89.301503,192.947104,0.020777,0.020777,2.207285,293.270
1784986648.322258,2026-07-25T21:37:28.322+08:00,109.403453,-89.305736,192.999946,0.015005,0.015005,1.968614,344.547
1784986648.422736,2026-07-25T21:37:28.422+08:00,109.455622,-89.306136,193.052081,0.013087,0.013087,1.675357,345.620
1784986648.571913,2026-07-25T21:37:28.571+08:00,109.506393,-89.312545,193.102367,0.007225,0.007225,1.728813,395.170
1784986648.671099,2026-07-25T21:37:28.671+08:00,109.555370,-89.312271,193.151334,0.008259,0.008259,2.218955,395.144
1784986648.771110,2026-07-25T21:37:28.771+08:00,109.645423,-89.302395,193.241223,0.019532,0.019532,1.958222,296.376
1784986648.871259,2026-07-25T21:37:28.871+08:00,109.700290,-89.297520,193.296007,0.025259,0.025259,1.868504,297.106
1784986649.171096,2026-07-25T21:37:29.171+08:00,109.851565,-89.299578,193.447296,0.025550,0.025550,1.051097,299.728
1784986649.271138,2026-07-25T21:37:29.271+08:00,109.917647,-89.299408,193.513368,0.026746,0.026746,1.336802,300.321
1784986649.371094,2026-07-25T21:37:29.371+08:00,109.969980,-89.295991,193.565641,0.030975,0.030975,1.324962,300.828
1784986649.471318,2026-07-25T21:37:29.471+08:00,110.024943,-89.292174,193.622107,0.033261,0.033261,1.663700,301.647
1784986649.571174,2026-07-25T21:37:29.571+08:00,110.073920,-89.290352,193.671116,0.033614,0.033614,1.424841,302.055
1784986649.671382,2026-07-25T21:37:29.671+08:00,110.126213,-89.288060,193.723454,0.034337,0.034337,1.182913,302.779
1784986649.771214,2026-07-25T21:37:29.771+08:00,110.169416,-89.287593,193.766652,0.033508,0.033508,0.667960,303.236
1784986649.871073,2026-07-25T21:37:29.871+08:00,110.219118,-89.287660,193.816330,0.031951,0.031951,0.515274,303.631
1784986649.971159,2026-07-25T21:37:29.971+08:00,110.263994,-89.288667,193.861156,0.029599,0.029599,0.648397,304.312
1784986650.071277,2026-07-25T21:37:30.071+08:00,110.305890,-89.280274,193.903285,0.036733,0.036733,1.147871,304.997
1784986650.221145,2026-07-25T21:37:30.221+08:00,110.351032,-89.277881,193.948478,0.037771,0.037771,0.830298,355.415
1784986650.321288,2026-07-25T21:37:30.321+08:00,110.391318,-89.276058,193.988801,0.038384,0.038384,1.113303,356.124
1784986650.421253,2026-07-25T21:37:30.421+08:00,110.443443,-89.283477,194.040679,0.029406,0.029406,0.947932,356.670
1784986650.521188,2026-07-25T21:37:30.521+08:00,110.491540,-89.285470,194.089396,0.025890,0.025890,0.958576,357.245
1784986650.621238,2026-07-25T21:37:30.621+08:00,110.534439,-89.289828,194.131977,0.019094,0.019094,0.450465,357.935
1784986650.721256,2026-07-25T21:37:30.721+08:00,110.576669,-89.294731,194.173860,0.011792,0.011792,0.613642,358.593
1784986650.821085,2026-07-25T21:37:30.821+08:00,110.623074,-89.288154,194.220563,0.015713,0.015713,0.960902,359.062
1784986650.921241,2026-07-25T21:37:30.921+08:00,110.672258,-89.278501,194.270218,0.022545,0.022545,0.827755,359.858
1784986651.021158,2026-07-25T21:37:31.021+08:00,110.705041,-89.274004,194.303204,0.025166,0.025166,1.128449,360.415
1784986651.121783,2026-07-25T21:37:31.121+08:00,110.747893,-89.270625,194.346179,0.026097,0.026097,1.183287,361.843
1784986651.221102,2026-07-25T21:37:31.221+08:00,110.788389,-89.266022,194.386871,0.028384,0.028384,1.124179,361.712
1784986651.321174,2026-07-25T21:37:31.321+08:00,110.826214,-89.264274,194.424734,0.027972,0.027972,0.504964,362.410
1784986651.421137,2026-07-25T21:37:31.421+08:00,110.861339,-89.262685,194.459894,0.027556,0.027556,0.705464,362.998
1784986651.521413,2026-07-25T21:37:31.521+08:00,110.907131,-89.261387,194.505685,0.026241,0.026241,0.908800,363.870
1784986651.621070,2026-07-25T21:37:31.621+08:00,110.995552,-89.255226,194.594313,0.027351,0.027351,1.029511,264.807
1784986651.721229,2026-07-25T21:37:31.721+08:00,111.048437,-89.254569,194.646340,0.025911,0.025911,1.166781,265.605
1784986651.821131,2026-07-25T21:37:31.821+08:00,111.105728,-89.253767,194.703633,0.025267,0.025267,1.064883,266.148
1784986651.921167,2026-07-25T21:37:31.921+08:00,111.157939,-89.255458,194.755785,0.022259,0.022259,0.637038,266.824
1784986652.022129,2026-07-25T21:37:32.022+08:00,111.204173,-89.257838,194.801944,0.018713,0.018713,0.326296,268.426
1784986652.121225,2026-07-25T21:37:32.121+08:00,111.254556,-89.258574,194.852292,0.016706,0.016706,0.589620,268.162
1784986652.221076,2026-07-25T21:37:32.221+08:00,111.318434,-89.256378,194.916205,0.017290,0.017290,0.913138,268.652
1784986652.321248,2026-07-25T21:37:32.321+08:00,111.374497,-89.250098,194.972409,0.022153,0.022153,0.589181,269.464
1784986652.422108,2026-07-25T21:37:32.422+08:00,111.425607,-89.238381,195.023799,0.032577,0.032577,0.935115,270.965
1784986652.571163,2026-07-25T21:37:32.571+08:00,111.481059,-89.233236,195.081169,0.035736,0.035736,0.785605,320.660
1784986652.671168,2026-07-25T21:37:32.671+08:00,111.544442,-89.233110,195.144382,0.031089,0.031089,0.440957,321.305
1784986652.771221,2026-07-25T21:37:32.771+08:00,111.600916,-89.231497,195.200817,0.028445,0.028445,0.139950,322.042
1784986652.871086,2026-07-25T21:37:32.871+08:00,111.661454,-89.231748,195.261164,0.023636,0.023636,0.284867,322.547
1784986652.971235,2026-07-25T21:37:32.971+08:00,111.716237,-89.228478,195.316038,0.022772,0.022772,0.510867,323.337
1784986653.071203,2026-07-25T21:37:33.071+08:00,111.773073,-89.227232,195.372806,0.019735,0.019735,0.691847,323.944
1784986653.171128,2026-07-25T21:37:33.171+08:00,111.818056,-89.228164,195.417591,0.015419,0.015419,0.891409,324.510
1784986653.271144,2026-07-25T21:37:33.271+08:00,111.863970,-89.224428,195.463656,0.015688,0.015688,0.955742,325.166
1784986653.371071,2026-07-25T21:37:33.371+08:00,111.911373,-89.217259,195.511464,0.019266,0.019266,0.862045,325.687
1784986653.471203,2026-07-25T21:37:33.471+08:00,111.957790,-89.219997,195.557259,0.013892,0.013892,0.185966,326.459
1784986653.571124,2026-07-25T21:37:33.571+08:00,112.004189,-89.222137,195.603474,0.009241,0.009241,0.139729,327.021
1784986653.671081,2026-07-25T21:37:33.671+08:00,112.049472,-89.226672,195.648444,0.002259,0.002259,0.035306,327.618
1784986653.771078,2026-07-25T21:37:33.771+08:00,112.106925,-89.221295,195.706104,0.004515,0.004515,0.574199,328.255
1784986653.871094,2026-07-25T21:37:33.871+08:00,112.145109,-89.209909,195.744849,0.013816,0.013816,0.228218,328.911
1784986653.971153,2026-07-25T21:37:33.971+08:00,112.195027,-89.198884,195.795291,0.022120,0.022120,0.455662,329.610
1784986654.071193,2026-07-25T21:37:34.071+08:00,112.249988,-89.195256,195.850367,0.022765,0.022765,0.240751,330.290
1784986654.171283,2026-07-25T21:37:34.171+08:00,112.292845,-89.190489,195.893420,0.025203,0.025203,0.267251,331.020
1784986654.271110,2026-07-25T21:37:34.271+08:00,112.332307,-89.187496,195.932986,0.026052,0.026052,0.484764,331.487
1784986654.371302,2026-07-25T21:37:34.371+08:00,112.377002,-89.182883,195.977866,0.028237,0.028237,0.328161,332.319
1784986654.471219,2026-07-25T21:37:34.471+08:00,112.420431,-89.179946,196.022256,0.027668,0.027668,0.087679,332.876
1784986654.571208,2026-07-25T21:37:34.571+08:00,112.454813,-89.178323,196.056651,0.026371,0.026371,0.038438,333.505
1784986654.721206,2026-07-25T21:37:34.721+08:00,112.494226,-89.176789,196.096053,0.024558,0.024558,0.277746,384.143
1784986654.771344,2026-07-25T21:37:34.771+08:00,112.544854,-89.178443,196.146358,0.018618,0.018618,0.209271,334.921
1784986654.871120,2026-07-25T21:37:34.871+08:00,112.605400,-89.175955,196.206898,0.015966,0.015966,0.045713,335.337
1784986654.971376,2026-07-25T21:37:34.971+08:00,112.662277,-89.171027,196.263988,0.016055,0.016055,0.180563,336.233
1784986655.121200,2026-07-25T21:37:35.121+08:00,112.699551,-89.166501,196.301511,0.017405,0.017405,0.009594,386.697
1784986655.221152,2026-07-25T21:37:35.221+08:00,112.752315,-89.154710,196.355085,0.024682,0.024682,0.295609,387.289
1784986655.321285,2026-07-25T21:37:35.321+08:00,112.846174,-89.146642,196.449290,0.024764,0.024764,0.642216,288.702
1784986655.421194,2026-07-25T21:37:35.421+08:00,112.897194,-89.138032,196.500158,0.030016,0.030016,0.840655,290.958
1784986655.521238,2026-07-25T21:37:35.521+08:00,112.947100,-89.139636,196.549872,0.025362,0.025362,0.423603,291.538
1784986655.621084,2026-07-25T21:37:35.621+08:00,112.999465,-89.141706,196.602012,0.020091,0.020091,0.078596,292.038
1784986655.721191,2026-07-25T21:37:35.721+08:00,113.049378,-89.145068,196.651626,0.013681,0.013681,0.050305,292.726
1784986655.821391,2026-07-25T21:37:35.821+08:00,113.103180,-89.145373,196.705309,0.010084,0.010084,0.368638,293.279
1784986655.921299,2026-07-25T21:37:35.921+08:00,113.146750,-89.136056,196.749368,0.016718,0.016718,0.913776,292.555
1784986656.021105,2026-07-25T21:37:36.021+08:00,113.188878,-89.128027,196.791908,0.022155,0.022155,0.719035,293.001
1784986656.121494,2026-07-25T21:37:36.121+08:00,113.233157,-89.119732,196.836611,0.027725,0.027725,1.093421,294.031
1784986656.221115,2026-07-25T21:37:36.221+08:00,113.276126,-89.116790,196.879680,0.028032,0.028032,0.977733,294.292
1784986656.321290,2026-07-25T21:37:36.321+08:00,113.317180,-89.112256,196.921108,0.029983,0.029983,1.064559,295.107
1784986656.421149,2026-07-25T21:37:36.421+08:00,113.360781,-89.111261,196.964678,0.028056,0.028056,0.460975,295.606
1784986656.521270,2026-07-25T21:37:36.521+08:00,113.406973,-89.113779,197.010597,0.022451,0.022451,0.523547,296.367
1784986656.621144,2026-07-25T21:37:36.621+08:00,113.459561,-89.115303,197.062965,0.017410,0.017410,0.675900,296.880
1784986656.721214,2026-07-25T21:37:36.721+08:00,113.509589,-89.120616,197.112526,0.008759,0.008759,1.071888,297.590
1784986656.821131,2026-07-25T21:37:36.821+08:00,113.560562,-89.119670,197.163447,0.006290,0.006290,1.233733,298.148
1784986656.921241,2026-07-25T21:37:36.921+08:00,113.589804,-89.122219,197.192453,0.001788,0.001788,1.366636,298.898
1784986657.021183,2026-07-25T21:37:37.021+08:00,113.633930,-89.125449,197.236264,0.004389,-0.004389,1.523464,299.480
1784986657.121308,2026-07-25T21:37:37.121+08:00,113.680757,-89.116120,197.283610,0.001783,0.001783,1.019732,300.245
1784986657.221318,2026-07-25T21:37:37.221+08:00,113.731637,-89.108452,197.334890,0.006027,0.006027,0.817256,300.895
1784986657.321127,2026-07-25T21:37:37.321+08:00,113.777567,-89.107624,197.380772,0.003778,0.003778,0.836476,301.344
1784986657.422153,2026-07-25T21:37:37.422+08:00,113.828069,-89.099081,197.431324,0.010614,0.010614,0.806518,303.010
1784986657.571182,2026-07-25T21:37:37.571+08:00,113.863261,-89.088473,197.466772,0.020332,0.020332,0.982973,352.694
1784986657.671125,2026-07-25T21:37:37.671+08:00,113.910206,-89.081376,197.513881,0.026245,0.026245,1.035839,354.068
1784986657.771083,2026-07-25T21:37:37.771+08:00,113.966541,-89.072459,197.570422,0.033740,0.033740,0.922462,354.725
1784986657.871118,2026-07-25T21:37:37.871+08:00,114.017438,-89.067181,197.621437,0.037735,0.037735,0.875014,354.713
1784986657.971168,2026-07-25T21:37:37.971+08:00,114.064662,-89.063666,197.668734,0.040059,0.040059,0.438515,355.358
1784986658.071223,2026-07-25T21:37:38.071+08:00,114.107229,-89.066472,197.711217,0.036182,0.036182,0.193121,356.053
1784986658.171215,2026-07-25T21:37:38.171+08:00,114.170847,-89.063884,197.774879,0.037166,0.037166,0.331141,356.775
1784986658.271122,2026-07-25T21:37:38.271+08:00,114.220430,-89.059904,197.824547,0.039896,0.039896,0.862807,357.233
1784986658.371084,2026-07-25T21:37:38.371+08:00,114.254456,-89.053626,197.862835,0.044509,0.044509,0.693386,357.893
1784986658.471139,2026-07-25T21:37:38.471+08:00,114.294983,-89.044471,197.904152,0.048881,0.048881,0.971162,358.603
1784986658.571095,2026-07-25T21:37:38.571+08:00,114.343204,-89.044741,197.952013,0.042997,0.042997,0.890755,359.140
1784986658.671088,2026-07-25T21:37:38.671+08:00,114.386302,-89.048212,197.994414,0.034530,0.034530,0.483135,359.833
1784986658.771231,2026-07-25T21:37:38.771+08:00,114.424368,-89.053150,198.031646,0.025192,0.025192,0.232175,360.615
1784986658.871173,2026-07-25T21:37:38.871+08:00,114.468502,-89.055121,198.075250,0.018095,0.018095,0.603791,361.198
1784986658.971103,2026-07-25T21:37:38.971+08:00,114.519321,-89.049939,198.126326,0.017323,0.017323,1.091514,361.813
1784986659.071089,2026-07-25T21:37:39.071+08:00,114.605415,-89.041848,198.212777,0.015332,0.015332,1.428592,263.033
1784986659.171216,2026-07-25T21:37:39.171+08:00,114.659458,-89.033025,198.267480,0.017800,0.017800,1.612214,263.800
1784986659.271208,2026-07-25T21:37:39.271+08:00,114.705836,-89.028794,198.313534,0.017096,0.017096,1.544077,264.225
1784986659.371102,2026-07-25T21:37:39.371+08:00,114.761920,-89.024905,198.369743,0.016097,0.016097,0.764603,264.759
1784986659.521151,2026-07-25T21:37:39.521+08:00,114.805986,-89.022952,198.413812,0.014215,0.014215,0.664518,315.655
1784986659.571146,2026-07-25T21:37:39.571+08:00,114.857365,-89.019016,198.465339,0.013673,0.013673,1.087066,266.335
1784986659.721224,2026-07-25T21:37:39.721+08:00,114.913289,-88.999715,198.522728,0.028044,0.028044,1.377741,317.023
1784986659.821180,2026-07-25T21:37:39.821+08:00,114.965080,-88.990456,198.575128,0.032768,0.032768,1.307148,318.371
1784986659.921247,2026-07-25T21:37:39.921+08:00,115.029482,-88.981521,198.640062,0.036075,0.036075,1.801812,318.924
1784986660.021211,2026-07-25T21:37:40.021+08:00,115.086396,-88.979564,198.696932,0.033081,0.033081,1.808489,319.425
1784986660.121290,2026-07-25T21:37:40.121+08:00,115.137610,-88.979347,198.747971,0.028848,0.028848,1.714548,320.100
1784986660.221191,2026-07-25T21:37:40.221+08:00,115.178130,-88.979481,198.788326,0.025196,0.025196,1.440672,319.968
1784986660.321249,2026-07-25T21:37:40.321+08:00,115.228688,-88.980695,198.837401,0.020585,0.020585,1.508387,320.666
1784986660.421084,2026-07-25T21:37:40.421+08:00,115.288343,-88.979288,198.897072,0.020324,0.020324,1.828056,321.141
1784986660.521303,2026-07-25T21:37:40.521+08:00,115.338011,-88.976680,198.946794,0.021543,0.021543,1.454914,322.000
1784986660.621173,2026-07-25T21:37:40.621+08:00,115.381453,-88.972236,198.990343,0.024771,0.024771,1.886211,322.510
1784986660.721244,2026-07-25T21:37:40.721+08:00,115.438900,-88.966235,199.047935,0.029164,0.029164,1.701859,323.221
1784986660.821181,2026-07-25T21:37:40.821+08:00,115.493985,-88.962594,199.103100,0.031264,0.031264,1.138174,323.798
1784986660.921186,2026-07-25T21:37:40.921+08:00,115.538004,-88.963476,199.147077,0.029152,0.029152,0.620950,324.443
1784986661.021231,2026-07-25T21:37:41.021+08:00,115.587246,-88.970946,199.196092,0.020309,0.020309,0.425630,325.128
1784986661.121306,2026-07-25T21:37:41.121+08:00,115.645763,-88.967736,199.254675,0.021882,0.021882,0.761497,325.843
1784986661.221306,2026-07-25T21:37:41.221+08:00,115.692720,-88.950051,199.302109,0.038248,0.038248,0.800249,326.483
1784986661.321210,2026-07-25T21:37:41.321+08:00,115.731451,-88.935378,199.345943,0.049519,0.049519,0.667869,327.027
1784986661.421169,2026-07-25T21:37:41.421+08:00,115.758434,-88.925336,199.373941,0.056235,0.056235,0.776188,327.626
1784986661.521389,2026-07-25T21:37:41.521+08:00,115.794988,-88.923944,199.410395,0.053212,0.053212,0.249864,328.485
1784986661.621205,2026-07-25T21:37:41.621+08:00,115.840373,-88.920293,199.455890,0.051366,0.051366,0.386295,328.942
1784986661.721420,2026-07-25T21:37:41.721+08:00,115.878684,-88.920890,199.493849,0.046156,0.046156,0.639146,330.920
1784986661.821075,2026-07-25T21:37:41.821+08:00,115.927291,-88.922849,199.541867,0.038354,0.038354,0.575248,331.097
1784986661.921219,2026-07-25T21:37:41.921+08:00,115.970981,-88.917138,199.585926,0.038758,0.038758,0.219854,331.816
1784986662.021433,2026-07-25T21:37:42.021+08:00,116.008593,-88.914118,199.623627,0.037223,0.037223,0.402552,332.611
1784986662.122793,2026-07-25T21:37:42.122+08:00,116.053024,-88.912921,199.667879,0.033057,0.033057,0.020496,334.492
1784986662.271080,2026-07-25T21:37:42.271+08:00,116.108421,-88.903292,199.724033,0.035939,0.035939,0.021422,383.375
1784986662.371181,2026-07-25T21:37:42.371+08:00,116.154706,-88.897061,199.770731,0.036546,0.036546,0.244636,384.041
1784986662.471178,2026-07-25T21:37:42.471+08:00,116.202976,-88.894875,199.819874,0.032689,0.032689,0.605715,384.618
1784986662.571110,2026-07-25T21:37:42.571+08:00,116.301580,-88.883577,199.919059,0.029112,0.029112,0.488120,285.707
1784986662.671100,2026-07-25T21:37:42.671+08:00,116.344471,-88.871352,199.963296,0.034785,0.034785,0.532970,286.307
1784986662.771082,2026-07-25T21:37:42.771+08:00,116.393078,-88.866613,200.012065,0.032200,0.032200,0.269737,286.840
1784986662.871084,2026-07-25T21:37:42.871+08:00,116.454181,-88.864493,200.072798,0.025157,0.025157,0.229088,287.438
1784986662.971151,2026-07-25T21:37:42.971+08:00,116.518898,-88.860385,200.137401,0.019540,0.019540,0.038243,288.070
1784986663.071187,2026-07-25T21:37:43.071+08:00,116.571716,-88.855039,200.190425,0.016926,0.016926,0.231454,288.731
1784986663.171088,2026-07-25T21:37:43.171+08:00,116.607180,-88.852217,200.225912,0.014412,0.014412,0.332642,289.227
1784986663.271136,2026-07-25T21:37:43.271+08:00,116.653502,-88.853637,200.271500,0.006079,0.006079,0.378006,289.872
1784986663.371078,2026-07-25T21:37:43.371+08:00,116.695637,-88.848955,200.313430,0.006746,0.006746,0.125123,290.394
1784986663.471106,2026-07-25T21:37:43.471+08:00,116.736715,-88.844819,200.354700,0.007888,0.007888,0.050922,291.033
1784986663.571111,2026-07-25T21:37:43.571+08:00,116.780210,-88.839061,200.398498,0.010472,0.010472,0.217077,291.648
1784986663.671122,2026-07-25T21:37:43.671+08:00,116.834080,-88.833156,200.452655,0.012451,0.012451,0.041826,292.299
1784986663.771168,2026-07-25T21:37:43.771+08:00,116.875297,-88.826381,200.494255,0.016214,0.016214,0.054671,292.985
1784986663.871119,2026-07-25T21:37:43.871+08:00,116.916961,-88.819815,200.536286,0.019738,0.019738,0.645942,293.576
1784986663.972002,2026-07-25T21:37:43.972+08:00,116.955903,-88.820841,200.575050,0.015887,0.015887,0.516015,295.099
1784986664.071204,2026-07-25T21:37:44.071+08:00,117.001032,-88.820794,200.620064,0.012657,0.012657,0.368336,294.941
1784986664.171085,2026-07-25T21:37:44.171+08:00,117.061312,-88.813556,200.680710,0.015499,0.015499,0.259245,295.462
1784986664.321517,2026-07-25T21:37:44.321+08:00,117.108799,-88.808171,200.728463,0.017421,0.017421,0.433852,346.534
1784986664.371157,2026-07-25T21:37:44.371+08:00,117.163721,-88.797937,200.784855,0.022643,0.022643,0.181575,296.858
1784986664.521167,2026-07-25T21:37:44.521+08:00,117.230122,-88.787785,200.851971,0.025419,0.025419,0.268765,347.464
1784986664.621208,2026-07-25T21:37:44.621+08:00,117.279197,-88.776787,200.901958,0.030944,0.030944,0.683946,348.145
1784986664.721145,2026-07-25T21:37:44.721+08:00,117.326113,-88.771906,200.949127,0.030627,0.030627,1.019700,348.766
1784986664.821400,2026-07-25T21:37:44.821+08:00,117.364368,-88.770775,200.987274,0.027537,0.027537,0.880985,349.661
1784986664.921279,2026-07-25T21:37:44.921+08:00,117.411271,-88.763054,201.034742,0.030045,0.030045,0.602044,350.284
1784986665.021102,2026-07-25T21:37:45.021+08:00,117.460139,-88.752833,201.084438,0.034821,0.034821,0.614838,350.673
1784986665.121241,2026-07-25T21:37:45.121+08:00,117.504555,-88.747109,201.129214,0.035617,0.035617,0.009430,351.438
1784986665.221109,2026-07-25T21:37:45.221+08:00,117.561224,-88.740565,201.186259,0.035879,0.035879,0.160339,351.960
1784986665.321306,2026-07-25T21:37:45.321+08:00,117.614313,-88.740609,201.238781,0.030001,0.030001,0.438837,352.798
1784986665.421102,2026-07-25T21:37:45.421+08:00,117.654220,-88.743669,201.278166,0.022878,0.022878,0.492169,353.218
1784986665.521083,2026-07-25T21:37:45.521+08:00,117.702884,-88.746120,201.326325,0.015466,0.015466,0.504530,353.825
1784986665.621245,2026-07-25T21:37:45.621+08:00,117.754020,-88.745553,201.377250,0.010804,0.010804,0.612439,354.626
