# idx stamp x y z qx qy qz qw yaw pcd_file
62 1778757685.393762350 -1.585151 7.338998 -0.270571 -0.273120162 -0.032257784 0.955102689 0.110198305 2.872295378 keyframe_000062.pcd
63 1778757686.293879509 -2.008945 7.427409 -0.374359 -0.254047092 -0.012829407 0.963708229 0.081005749 2.954203085 keyframe_000063.pcd
64 1778757687.093853712 -2.400959 7.453398 -0.493769 -0.261582382 -0.016091115 0.963554918 0.053643755 3.011934026 keyframe_000064.pcd
65 1778757687.293827295 -2.507944 7.445910 -0.517279 -0.264546643 -0.031365862 0.963823818 0.008654755 3.102910313 keyframe_000065.pcd
66 1778757687.490869761 -2.606574 7.425605 -0.549962 -0.263704673 -0.023086056 0.963593177 -0.037617410 -3.071412457 keyframe_000066.pcd
67 1778757688.093760014 -2.883988 7.350904 -0.634817 -0.263360970 -0.031560478 0.960635529 -0.082609423 -2.975503709 keyframe_000067.pcd
68 1778757688.593732119 -3.079125 7.296067 -0.710057 -0.266211284 -0.020339144 0.953531308 -0.139627776 -2.839344399 keyframe_000068.pcd
69 1778757688.693023682 -3.097335 7.265526 -0.704820 -0.258139598 -0.031081001 0.948103777 -0.183022257 -2.749169811 keyframe_000069.pcd
70 1778757688.893813848 -3.138615 7.212142 -0.712197 -0.257194394 -0.014669226 0.935089795 -0.243398711 -2.603016443 keyframe_000070.pcd
71 1778757689.193611622 -3.193753 7.157115 -0.733445 -0.245031084 -0.020942803 0.926245881 -0.285639170 -2.514975828 keyframe_000071.pcd
72 1778757689.393687010 -3.206730 7.120655 -0.746653 -0.242806952 -0.019788705 0.913334230 -0.326303197 -2.421968571 keyframe_000072.pcd
73 1778757689.593655825 -3.206858 7.090377 -0.748336 -0.234343278 -0.027827989 0.899694741 -0.367230450 -2.334672820 keyframe_000073.pcd
74 1778757689.793784857 -3.208334 7.044736 -0.751941 -0.235172554 -0.026784746 0.880977822 -0.409700530 -2.233611128 keyframe_000074.pcd
75 1778757689.993741274 -3.219520 6.997584 -0.755633 -0.236017584 -0.019627587 0.859970844 -0.452062613 -2.129124081 keyframe_000075.pcd
76 1778757690.893687487 -3.298469 6.822312 -0.788196 -0.225444942 0.004554104 0.840753805 -0.492226450 -2.033389976 keyframe_000076.pcd
77 1778757691.593800306 -3.363918 6.637156 -0.810795 -0.211397314 0.002467047 0.806579318 -0.552027982 -1.896547769 keyframe_000077.pcd
78 1778757691.793295622 -3.363633 6.578542 -0.818217 -0.210484076 0.003783211 0.781867765 -0.586826158 -1.808445798 keyframe_000078.pcd
79 1778757692.193691969 -3.377883 6.450664 -0.809802 -0.207653900 -0.006211321 0.754768231 -0.622226804 -1.718561764 keyframe_000079.pcd
80 1778757693.593687773 -3.401121 6.032474 -0.819624 -0.173631104 0.003307126 0.745318849 -0.643693340 -1.685854378 keyframe_000080.pcd
81 1778757695.093582630 -3.467675 5.620338 -0.850108 -0.171174153 0.025471949 0.747816955 -0.640952722 -1.693969603 keyframe_000081.pcd
82 1778757696.693634510 -3.536193 5.199504 -0.888169 -0.161422585 0.013376641 0.756296353 -0.633860900 -1.719546566 keyframe_000082.pcd
83 1778757697.893538237 -3.613942 4.783844 -0.910875 -0.188369829 0.011917924 0.746725967 -0.637789229 -1.690888288 keyframe_000083.pcd
84 1778757699.093515158 -3.664841 4.349913 -0.929513 -0.179427238 0.012737589 0.741586332 -0.646291987 -1.674484573 keyframe_000084.pcd
85 1778757700.193528175 -3.693995 3.937525 -0.952267 -0.173517528 -0.002293472 0.734624309 -0.655906649 -1.653024829 keyframe_000085.pcd
86 1778757701.393403530 -3.743529 3.528556 -0.967345 -0.174053492 0.016331146 0.733793025 -0.656495600 -1.650529852 keyframe_000086.pcd
87 1778757701.593375921 -3.762083 3.443599 -0.969290 -0.185655510 -0.003976826 0.770046714 -0.610364050 -1.766416112 keyframe_000087.pcd
88 1778757701.993555546 -3.815245 3.319428 -0.992801 -0.214646717 0.012200309 0.796766772 -0.564748307 -1.860648345 keyframe_000088.pcd
89 1778757703.193487406 -3.970575 2.920573 -1.053914 -0.202504331 0.005835189 0.809308520 -0.551341697 -1.904339074 keyframe_000089.pcd
90 1778757704.293421984 -4.096833 2.538291 -1.102981 -0.187915420 0.005653711 0.803007369 -0.565539561 -1.878885162 keyframe_000090.pcd
91 1778757704.493367434 -4.098387 2.463837 -1.115002 -0.197169794 0.014604776 0.765433835 -0.612390249 -1.751373163 keyframe_000091.pcd
92 1778757704.993483067 -4.110630 2.271515 -1.120457 -0.191974235 0.005253723 0.731273717 -0.654489910 -1.643203740 keyframe_000092.pcd
