# idx stamp x y z qx qy qz qw yaw pcd_file
129 1778824356.372484207 -23.287479 -35.166008 -5.487088 0.047118906 0.049998149 -0.305125715 0.949830665 -0.617962970 keyframe_000129.pcd
130 1778824356.471363306 -23.201259 -35.203384 -5.463064 0.019881001 0.043119999 -0.222007599 0.973888103 -0.447345609 keyframe_000130.pcd
131 1778824356.575317860 -23.139227 -35.226848 -5.404459 -0.000311058 0.029594641 -0.120136039 0.992316176 -0.241187150 keyframe_000131.pcd
132 1778824356.675047636 -23.074308 -35.209264 -5.367193 -0.023114667 0.003143095 -0.018770571 0.999551649 -0.037679080 keyframe_000132.pcd
133 1778824356.774739981 -22.986426 -35.172447 -5.355425 -0.063755304 0.039869625 0.045553788 0.996127766 0.086090226 keyframe_000133.pcd
134 1778824356.874269962 -22.890175 -35.132448 -5.320196 -0.068769467 0.009705534 0.112203609 0.991255221 0.223088845 keyframe_000134.pcd
135 1778824356.972824812 -22.762120 -35.089133 -5.297604 -0.063928008 0.017213447 0.159131674 0.985035034 0.317043669 keyframe_000135.pcd
136 1778824357.171229362 -22.521189 -34.979557 -5.253090 -0.084681103 0.026983205 0.205130929 0.974690884 0.408055322 keyframe_000136.pcd
137 1778824357.474930048 -22.190950 -34.789928 -5.217247 -0.069816145 0.012835085 0.250450746 0.965523376 0.503737897 keyframe_000137.pcd
138 1778824357.974144936 -21.684921 -34.453784 -5.124758 -0.074643741 0.024101583 0.266897757 0.960527466 0.536379009 keyframe_000138.pcd
139 1778824358.172519445 -21.466217 -34.371379 -5.060655 -0.048316876 0.010282430 0.193347201 0.979886019 0.387859865 keyframe_000139.pcd
140 1778824358.375016689 -21.201569 -34.344045 -5.007342 -0.017969470 0.032138686 0.110874261 0.993152104 0.221384534 keyframe_000140.pcd
141 1778824358.574314356 -20.946323 -34.322228 -4.955866 -0.010486743 0.011212833 0.064492595 0.997800083 0.128858754 keyframe_000141.pcd
142 1778824358.974161148 -20.449145 -34.252532 -4.845705 -0.015600822 0.015238618 0.023560587 0.999484516 0.046661047 keyframe_000142.pcd
143 1778824359.275148630 -20.082039 -34.185663 -4.747824 -0.034135441 0.041038970 0.088396109 0.994654062 0.174600034 keyframe_000143.pcd
144 1778824359.575168848 -19.738870 -34.076694 -4.621145 -0.040447318 0.002543575 0.137150362 0.989720831 0.274754521 keyframe_000144.pcd
145 1778824359.975408792 -19.273543 -33.906862 -4.500113 -0.040860221 0.012824884 0.155352116 0.986930436 0.310795797 keyframe_000145.pcd
146 1778824360.375354528 -18.792398 -33.689565 -4.451068 -0.045505376 0.027575177 0.162128122 0.985334127 0.323356135 keyframe_000146.pcd
147 1778824360.875253916 -18.205254 -33.495925 -4.300834 -0.043242659 0.015027319 0.168403623 0.984654494 0.337004591 keyframe_000147.pcd
148 1778824361.275340080 -17.726607 -33.332898 -4.197944 -0.047950396 0.021684158 0.164176233 0.985026254 0.327742887 keyframe_000148.pcd
149 1778824361.675325155 -17.248122 -33.187649 -4.096234 -0.046828814 0.017155319 0.163418726 0.985295426 0.326586512 keyframe_000149.pcd
150 1778824362.175327301 -16.689528 -32.973367 -3.973137 -0.054935103 0.033745330 0.159121200 0.985151679 0.316147701 keyframe_000150.pcd
151 1778824362.575192213 -16.232619 -32.795931 -3.845349 -0.047977204 0.029987971 0.165033827 0.984663773 0.328935070 keyframe_000151.pcd
152 1778824362.976220131 -15.738846 -32.600677 -3.758324 -0.047716795 0.030118302 0.171169857 0.983624357 0.341411214 keyframe_000152.pcd
153 1778824363.476277113 -15.164065 -32.380950 -3.626545 -0.048958095 0.029226101 0.165771256 0.984514515 0.330410023 keyframe_000153.pcd
154 1778824363.876229763 -14.688061 -32.201849 -3.510546 -0.050267919 0.030177679 0.166696688 0.984263510 0.332132914 keyframe_000154.pcd
155 1778824364.376257896 -14.145020 -31.988773 -3.379594 -0.045369066 0.014171089 0.171871171 0.983972118 0.344011249 keyframe_000155.pcd
156 1778824364.775189400 -13.679422 -31.803516 -3.277012 -0.056413926 0.024810238 0.166719617 0.984076466 0.332151008 keyframe_000156.pcd
157 1778824365.175179958 -13.201052 -31.612630 -3.169973 -0.056123232 0.033224555 0.171010188 0.983108248 0.340234170 keyframe_000157.pcd
158 1778824365.575199127 -12.726382 -31.390495 -2.990396 -0.049917255 0.029452797 0.177516344 0.982409664 0.354199316 keyframe_000158.pcd
159 1778824365.974502563 -12.256955 -31.216956 -2.950768 -0.049074302 0.032613860 0.179208430 0.982045003 0.357516460 keyframe_000159.pcd
160 1778824366.374078274 -11.782440 -31.051510 -2.860581 -0.050547873 0.045110960 0.179175022 0.981481648 0.356658884 keyframe_000160.pcd
161 1778824366.774752140 -11.325148 -30.862079 -2.737932 -0.050223564 0.040285284 0.181630890 0.981256801 0.361937447 keyframe_000161.pcd
162 1778824367.172519207 -10.870832 -30.649016 -2.641360 -0.043431025 0.037038311 0.189313591 0.980256229 0.378365722 keyframe_000162.pcd
163 1778824367.571061134 -10.399601 -30.426842 -2.564931 -0.056410333 0.039748892 0.186589466 0.980011363 0.371503733 keyframe_000163.pcd
164 1778824367.974512815 -9.951205 -30.206426 -2.456635 -0.100221992 0.029982358 0.252691006 0.961875182 0.504016788 keyframe_000164.pcd
165 1778824368.068441153 -9.864837 -30.138668 -2.414047 -0.101026419 0.027534941 0.302183795 0.947481105 0.607399673 keyframe_000165.pcd
166 1778824368.272701979 -9.672023 -29.959044 -2.354622 -0.103004573 0.001740645 0.383472746 0.917788473 0.783726490 keyframe_000166.pcd
167 1778824368.675228119 -9.343433 -29.537825 -2.302837 -0.120475774 0.017251230 0.428843721 0.895143031 0.879732112 keyframe_000167.pcd
168 1778824368.874522448 -9.177625 -29.365107 -2.252011 -0.102593083 0.001563803 0.373479471 0.921946473 0.762210186 keyframe_000168.pcd
169 1778824369.073895216 -8.917958 -29.218009 -2.225075 -0.070100150 0.038711786 0.310502669 0.947193465 0.627108495 keyframe_000169.pcd
170 1778824369.276086092 -8.710173 -29.081744 -2.193706 -0.064275119 0.012750462 0.265294764 0.961938056 0.534757004 keyframe_000170.pcd
171 1778824369.675119400 -8.233911 -28.817532 -2.094326 -0.065785322 0.024914425 0.235167113 0.969405999 0.471356053 keyframe_000171.pcd
172 1778824370.076090097 -7.783053 -28.563374 -1.984147 -0.058772706 0.017192980 0.183401449 0.981128982 0.366562409 keyframe_000172.pcd
173 1778824370.375821829 -7.399319 -28.461957 -1.918894 -0.028546753 0.038928266 0.131492938 0.990141041 0.262089593 keyframe_000173.pcd
174 1778824370.575148344 -7.165647 -28.415666 -1.854609 -0.015056862 0.024972600 0.082367207 0.996175338 0.164314040 keyframe_000174.pcd
175 1778824370.774736404 -6.919029 -28.407449 -1.846677 0.001885389 0.034836397 0.021862692 0.999152087 0.043940118 keyframe_000175.pcd
176 1778824371.175046206 -6.378245 -28.450975 -1.719232 -0.002690805 0.038999810 -0.019724322 0.999040903 -0.039751673 keyframe_000176.pcd
177 1778824371.375137091 -6.119748 -28.453643 -1.642922 -0.034859322 0.027867074 0.062891003 0.997022054 0.124004628 keyframe_000177.pcd
178 1778824371.475097418 -6.006596 -28.419873 -1.592221 -0.046252783 0.017447192 0.107904720 0.992931441 0.214523762 keyframe_000178.pcd
179 1778824371.675158978 -5.751605 -28.320926 -1.516098 -0.072864015 0.023372208 0.158789059 0.984342730 0.315131707 keyframe_000179.pcd
180 1778824372.075061560 -5.278912 -28.077177 -1.418972 -0.072943517 0.024389183 0.204230079 0.975896760 0.407423974 keyframe_000180.pcd
181 1778824372.575137377 -4.674892 -27.812924 -1.354832 -0.030850739 0.041004956 0.169201606 0.984244706 0.338341929 keyframe_000181.pcd
182 1778824373.076055527 -4.103839 -27.621688 -1.198489 -0.026060010 0.026063415 0.133083504 0.990419283 0.265829174 keyframe_000182.pcd
183 1778824373.475081682 -3.598984 -27.508862 -1.054500 -0.025632369 0.023613535 0.126232044 0.991388347 0.252095592 keyframe_000183.pcd
184 1778824373.876077890 -3.069978 -27.393771 -0.920199 -0.033175257 0.025319953 0.123659261 0.991446766 0.246426176 keyframe_000184.pcd
185 1778824374.275945902 -2.567548 -27.283214 -0.815940 -0.030393393 0.027322684 0.128091822 0.990919875 0.255450914 keyframe_000185.pcd
186 1778824374.676161766 -2.059448 -27.144758 -0.723348 -0.034189779 0.029730555 0.123469855 0.991313446 0.245781873 keyframe_000186.pcd
187 1778824375.076005936 -1.558539 -27.002292 -0.649865 -0.032805678 0.035859407 0.118235680 0.991795450 0.235063031 keyframe_000187.pcd
188 1778824375.475255013 -1.088641 -26.885913 -0.519554 -0.023015287 0.040098481 0.123571994 0.991257974 0.246513824 keyframe_000188.pcd
189 1778824375.875951290 -0.569013 -26.761993 -0.413669 -0.023517202 0.037753096 0.123332647 0.991368097 0.246028408 keyframe_000189.pcd
190 1778824376.373571396 -0.061007 -26.593876 -0.184939 -0.020189052 0.036472529 0.128214643 0.990869902 0.256169143 keyframe_000190.pcd
